chapter_name,sentence_number,token_number,word,lemma,part-of-speech,syntax,cue,scope,event,pred,error_type,error_category
wisteria02,121_1,11,we,we,PRP,(NP*),_,_,_,we,FP,Sub_CL_only
wisteria02,121_1,12,gathered,gather,VBD,(VP*,_,_,_,gathered,FP,Sub_CL_only
wisteria02,121_1,13,that,that,IN,(SBAR*,_,_,_,that,FP,Sub_CL_only
wisteria02,121_1,14,he,he,PRP,(S(NP*),_,he,_,he,_,Sub_CL_only
wisteria02,121_1,15,also,also,RB,(ADVP*),_,also,_,also,_,Sub_CL_only
wisteria02,121_1,16,was,be,VBD,(VP*,_,was,_,was,_,Sub_CL_only
wisteria02,121_1,17,not,not,RB,*,not,_,_,_,_,Sub_CL_only
wisteria02,121_1,18,dissatisfied,dissatisfy,VBN,(VP*,_,dissatisfied,dissatisfied,dissatisfied,_,Sub_CL_only
wisteria02,121_1,19,at,at,IN,(PP*,_,at,_,at,_,Sub_CL_only
wisteria02,121_1,20,the,the,DT,(NP(NP*,_,the,_,the,_,Sub_CL_only
wisteria02,121_1,21,course,course,NN,*),_,course,_,course,_,Sub_CL_only
wisteria02,121_1,22,of,of,IN,(PP*,_,of,_,of,_,Sub_CL_only
wisteria02,121_1,23,events,event,NNS,(NP*)))))))))),_,events,_,events,_,Sub_CL_only
wisteria02,121_1,24,.,.,.,*),_,_,_,_,_,Sub_CL_only
cardboard,423_1,0,For,For,IN,(S(PP*,_,_,_,_,_,MC_and_SC
cardboard,423_1,1,a,a,DT,(NP*,_,_,_,_,_,MC_and_SC
cardboard,423_1,2,month,month,NN,*)),_,_,_,_,_,MC_and_SC
cardboard,423_1,3,he,he,PRP,(NP*),_,_,_,_,_,MC_and_SC
cardboard,423_1,4,was,be,VBD,(VP*,_,_,_,_,_,MC_and_SC
cardboard,423_1,5,in,in,IN,(ADVP*,_,_,_,_,_,MC_and_SC
cardboard,423_1,6,and,and,CC,*,_,_,_,_,_,MC_and_SC
cardboard,423_1,7,out,out,IN,*,_,_,_,out,FP,MC_and_SC
cardboard,423_1,8,of,of,IN,(PP*,_,_,_,of,FP,MC_and_SC
cardboard,423_1,9,my,my,PRP$,(NP*,_,_,_,my,FP,MC_and_SC
cardboard,423_1,10,house,house,NN,*))),_,_,_,house,FP,MC_and_SC
cardboard,423_1,11,",",",",",",*,_,_,_,_,_,MC_and_SC
cardboard,423_1,12,and,and,CC,(SBAR(SINV*,_,_,_,_,_,MC_and_SC
cardboard,423_1,13,never,never,RB,(ADVP*,never,_,_,_,_,MC_and_SC
cardboard,423_1,14,once,once,RB,*),_,once,_,once,_,MC_and_SC
cardboard,423_1,15,did,do,VBD,*,_,did,_,did,_,MC_and_SC
cardboard,423_1,16,it,it,PRP,(NP*),_,it,_,it,_,MC_and_SC
cardboard,423_1,17,cross,cross,VB,(VP*,_,cross,cross,cross,_,MC_and_SC
cardboard,423_1,18,my,my,PRP$,(NP*,_,my,_,my,_,MC_and_SC
cardboard,423_1,19,mind,mind,NN,*,_,mind,_,mind,_,MC_and_SC
cardboard,423_1,20,that,that,IN,(SBAR*,_,that,_,_,FN,MC_and_SC
cardboard,423_1,21,harm,harm,NN,(S(NP*),_,harm,_,_,FN,MC_and_SC
cardboard,423_1,22,might,might,MD,(VP*,_,might,_,_,FN,MC_and_SC
cardboard,423_1,23,come,come,VB,(VP*,_,come,_,_,FN,MC_and_SC
cardboard,423_1,24,of,of,IN,(PP*,_,of,_,_,FN,MC_and_SC
cardboard,423_1,25,his,his,PRP$,(NP*,_,his,_,_,FN,MC_and_SC
cardboard,423_1,26,soft,soft,JJ,*,_,soft,_,_,FN,MC_and_SC
cardboard,423_1,27,",",",",",",*,_,",",_,_,FN,MC_and_SC
cardboard,423_1,28,tricky,tricky,JJ,*,_,tricky,_,_,FN,MC_and_SC
cardboard,423_1,29,ways,way,NNS,*))))))))))),_,ways,_,_,FN,MC_and_SC
cardboard,423_1,30,.,.,.,*),_,_,_,_,_,MC_and_SC
wisteria02,30_1,0,It,It,PRP,(S(NP*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,1,was,be,VBD,(VP(VP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,2,n't,n't,RB,*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,3,black,black,JJ,(NP(NP*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,4,",",",",",",*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,5,sir,sir,NNP,(NP*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,6,",",",",",",*)),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,7,nor,nor,CC,*,nor,_,_,_,_,Repeat_OOS
wisteria02,30_1,8,was,be,VBD,(VP*,_,was,_,was,_,Repeat_OOS
wisteria02,30_1,9,it,it,PRP,(S(NP*),_,it,_,it,_,Repeat_OOS
wisteria02,30_1,10,white,white,JJ,(ADJP(ADJP*),_,white,white,white,_,Repeat_OOS
wisteria02,30_1,11,",",",",",",*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,12,nor,nor,CC,*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,13,any,any,RB,(ADJP*,_,_,_,any,FP,Repeat_OOS
wisteria02,30_1,14,colour,colour,JJ,*)),_,_,_,colour,FP,Repeat_OOS
wisteria02,30_1,15,that,that,IN,(SBAR*,_,_,_,that,FP,Repeat_OOS
wisteria02,30_1,16,I,I,PRP,(S(S(NP*),_,_,_,I,FP,Repeat_OOS
wisteria02,30_1,17,know,know,VBP,(VP*)),_,_,_,know,FP,Repeat_OOS
wisteria02,30_1,18,but,but,CC,*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,19,a,a,DT,(S(NP(NP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,20,kind,kind,NN,*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,21,of,of,IN,(PP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,22,queer,queer,NN,(NP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,23,shade,shade,NN,*))),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,24,like,like,VBP,(VP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,25,clay,clay,NNP,(NP*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,26,with,with,IN,(PP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,27,a,a,DT,(NP(NP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,28,splash,splash,NN,*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,29,of,of,IN,(PP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,30,milk,milk,NN,(NP(NP*),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,31,in,in,IN,(PP*,_,_,_,_,_,Repeat_OOS
wisteria02,30_1,32,it,it,PRP,(NP*))))))))))))),_,_,_,_,_,Repeat_OOS
wisteria02,30_1,33,.,.,.,*),_,_,_,_,_,Repeat_OOS
circle01,20_1,0,To,To,TO,(S(S(VP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,1,hear,hear,VB,(VP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,2,his,his,PRP$,(NP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,3,quick,quick,JJ,*,_,_,_,_,_,Sub_CL_only
circle01,20_1,4,step,step,NN,*),_,_,_,_,_,Sub_CL_only
circle01,20_1,5,moving,move,VBG,(S(VP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,6,here,here,RB,(UCP(ADVP*),_,_,_,_,_,Sub_CL_only
circle01,20_1,7,and,and,CC,*,_,_,_,_,_,Sub_CL_only
circle01,20_1,8,moving,move,VBG,(VP*,_,_,_,moving,FP,Sub_CL_only
circle01,20_1,9,there,there,RB,(ADVP*,_,_,_,there,FP,Sub_CL_only
circle01,20_1,10,from,from,IN,(PP*,_,_,_,from,FP,Sub_CL_only
circle01,20_1,11,early,early,JJ,(NP*,_,_,_,early,FP,Sub_CL_only
circle01,20_1,12,morning,morning,NN,*))),_,_,_,morning,FP,Sub_CL_only
circle01,20_1,13,to,to,TO,(PP*,_,_,_,to,FP,Sub_CL_only
circle01,20_1,14,late,late,JJ,(ADJP*,_,_,_,late,FP,Sub_CL_only
circle01,20_1,15,at,at,IN,(PP*,_,_,_,at,FP,Sub_CL_only
circle01,20_1,16,night,night,NN,(NP*))))))))))),_,_,_,night,FP,Sub_CL_only
circle01,20_1,17,",",",",",",*,_,_,_,_,_,Sub_CL_only
circle01,20_1,18,and,and,CC,*,_,_,_,_,_,Sub_CL_only
circle01,20_1,19,yet,yet,RB,*,_,_,_,_,_,Sub_CL_only
circle01,20_1,20,never,never,RB,(S(ADVP*),never,_,_,_,_,Sub_CL_only
circle01,20_1,21,to,to,TO,(VP*,_,to,_,to,_,Sub_CL_only
circle01,20_1,22,catch,catch,VB,(VP*,_,catch,_,catch,_,Sub_CL_only
circle01,20_1,23,so,so,RB,(ADVP(ADVP*,_,so,_,so,_,Sub_CL_only
circle01,20_1,24,much,much,RB,*),_,much,_,much,_,Sub_CL_only
circle01,20_1,25,as,as,IN,(PP*,_,as,_,as,_,Sub_CL_only
circle01,20_1,26,a,a,DT,(NP(NP*,_,a,_,a,_,Sub_CL_only
circle01,20_1,27,glimpse,glimpse,NN,*),_,glimpse,_,glimpse,_,Sub_CL_only
circle01,20_1,28,of,of,IN,(PP*,_,of,_,of,_,Sub_CL_only
circle01,20_1,29,him,him,PRP,(NP*)))))))),_,him,_,him,_,Sub_CL_only
circle01,20_1,30,--,--,:,*,_,_,_,_,_,Sub_CL_only
circle01,20_1,31,it,it,PRP,(S(NP*),_,_,_,_,_,Sub_CL_only
circle01,20_1,32,'s,',VBZ,(VP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,33,more,more,JJR,(ADJP(ADJP*),_,_,_,_,_,Sub_CL_only
circle01,20_1,34,than,than,IN,(SBAR*,_,_,_,_,_,Sub_CL_only
circle01,20_1,35,I,I,PRP,(S(NP*),_,_,_,_,_,Sub_CL_only
circle01,20_1,36,can,can,MD,(VP*,_,_,_,_,_,Sub_CL_only
circle01,20_1,37,stand,stand,VB,(VP*))))))),_,_,_,_,_,Sub_CL_only
circle01,20_1,38,.,.,.,*),_,_,_,_,_,Sub_CL_only
circle02,165_1,0,And,And,CC,(S*,_,_,_,_,_,NP_only
circle02,165_1,1,then,then,RB,(ADVP*),_,_,_,_,_,NP_only
circle02,165_1,2,",",",",",",*,_,_,_,_,_,NP_only
circle02,165_1,3,gradually,gradually,RB,(ADVP*),_,_,_,_,_,NP_only
circle02,165_1,4,",",",",",",*,_,_,_,_,_,NP_only
circle02,165_1,5,I,I,PRP,(NP*),_,_,_,_,_,NP_only
circle02,165_1,6,understood,understand,VBD,(VP*,_,_,_,_,_,NP_only
circle02,165_1,7,that,that,IN,(SBAR*,_,_,_,_,_,NP_only
circle02,165_1,8,it,it,PRP,(S(NP*),_,_,_,it,FP,NP_only
circle02,165_1,9,was,be,VBD,(VP*,_,_,_,was,FP,NP_only
circle02,165_1,10,more,more,JJR,(NP(QP*,_,_,_,more,FP,NP_only
circle02,165_1,11,than,than,IN,*,_,_,_,than,FP,NP_only
circle02,165_1,12,dislike,dislike,NN,*)))))),dis,like,like,dislike,_,NP_only
circle02,165_1,13,.,.,.,*),_,_,_,_,_,NP_only
wisteria02,34_1,0,Out,Out,IN,(S(SBAR*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,1,I,I,PRP,(S(NP*),_,_,_,_,_,Wrong_subj
wisteria02,34_1,2,ran,run,VBD,(VP*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,3,and,and,CC,(PP*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,4,through,through,IN,*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,5,the,the,DT,(NP*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,6,shrubbery,shrubbery,NN,*))))),_,_,_,_,_,Wrong_subj
wisteria02,34_1,7,",",",",",",*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,8,but,but,CC,*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,9,thank,thank,VB,(VP*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,10,God,God,NNP,(NP*),_,_,_,God,FP,Wrong_subj
wisteria02,34_1,11,there,there,EX,(SBAR(S(NP*),_,there,_,there,_,Wrong_subj
wisteria02,34_1,12,was,be,VBD,(VP*,_,was,_,was,_,Wrong_subj
wisteria02,34_1,13,no,no,DT,(NP*,no,_,_,_,_,Wrong_subj
wisteria02,34_1,14,one,one,NN,*),_,one,one,one,_,Wrong_subj
wisteria02,34_1,15,there,there,RB,(ADVP*))))),_,there,_,there,_,Wrong_subj
wisteria02,34_1,16,.,.,.,*,_,_,_,_,_,Wrong_subj
wisteria02,34_1,17,'','','',*),_,_,_,_,_,Wrong_subj
circle01,104_1,0,Do,Do,VBP,(SQ*,_,_,_,Do,FP,Sub_CL_only
circle01,104_1,1,you,you,PRP,(NP*),_,_,_,you,FP,Sub_CL_only
circle01,104_1,2,say,say,VB,(VP*,_,_,_,say,FP,Sub_CL_only
circle01,104_1,3,nothing,nothing,NN,(SBAR(S(NP*),nothing,_,_,_,_,Sub_CL_only
circle01,104_1,4,has,have,VBZ,(VP*,_,has,_,_,FN,Sub_CL_only
circle01,104_1,5,come,come,VBN,(VP*,_,come,_,_,FN,Sub_CL_only
circle01,104_1,6,out,out,IN,(PP*,_,out,_,_,FN,Sub_CL_only
circle01,104_1,7,of,of,IN,(PP*,_,of,_,_,FN,Sub_CL_only
circle01,104_1,8,that,that,DT,(NP(NP*,_,that,_,_,FN,Sub_CL_only
circle01,104_1,9,room,room,NN,*),_,room,_,_,FN,Sub_CL_only
circle01,104_1,10,--,--,:,*,_,_,_,_,_,Sub_CL_only
circle01,104_1,11,absolutely,absolutely,RB,(NP*,_,_,_,_,_,Sub_CL_only
circle01,104_1,12,nothing,nothing,NN,*))))))))),_,_,_,_,_,Sub_CL_only
circle01,104_1,13,?,?,.,*,_,_,_,_,_,Sub_CL_only
circle01,104_1,14,'','','',*),_,_,_,_,_,Sub_CL_only
circle01,299_1,0,There,There,EX,(S(S(NP*),_,There,_,_,FN,MN_WC
circle01,299_1,1,is,be,VBZ,(VP*,_,is,_,_,FN,MN_WC
circle01,299_1,2,neither,neither,DT,(NP(NP*,neither,_,_,_,_,MN_WC
circle01,299_1,3,money,money,NN,*,_,money,money,_,FN,MN_WC
circle01,299_1,4,nor,nor,CC,*,nor,_,_,_,_,MN_WC
circle01,299_1,5,credit,credit,NN,*),_,credit,credit,credit,_,MN_WC
circle01,299_1,6,in,in,IN,(PP*,_,_,_,in,FP,MN_WC
circle01,299_1,7,it,it,PRP,(NP*))))),_,_,_,it,FP,MN_WC
circle01,299_1,8,",",",",",",*,_,_,_,_,_,MN_WC
circle01,299_1,9,and,and,CC,*,_,_,_,_,_,MN_WC
circle01,299_1,10,yet,yet,RB,(S(ADVP*),_,_,_,_,_,MN_WC
circle01,299_1,11,one,one,PRP,(NP*),_,_,_,_,_,MN_WC
circle01,299_1,12,would,would,MD,(VP*,_,_,_,_,_,MN_WC
circle01,299_1,13,wish,wish,VB,(VP*,_,_,_,_,_,MN_WC
circle01,299_1,14,to,to,TO,(S(VP*,_,_,_,_,_,MN_WC
circle01,299_1,15,tidy,tidy,JJ,(VP*,_,_,_,_,_,MN_WC
circle01,299_1,16,it,it,PRP,(NP*),_,_,_,_,_,MN_WC
circle01,299_1,17,up,up,RP,(PRT*))))))),_,_,_,_,_,MN_WC
circle01,299_1,18,.,.,.,*),_,_,_,_,_,MN_WC
cardboard,400_1,0,I,I,PRP,(S(NP*),_,I,_,I,_,Diff_pred
cardboard,400_1,1,was,be,VBD,(VP*,_,was,_,was,_,Diff_pred
cardboard,400_1,2,impatient,impatient,JJ,(ADJP*,im,patient,patient,impatient,_,Diff_pred
cardboard,400_1,3,and,and,CC,*,_,_,_,and,FP,Diff_pred
cardboard,400_1,4,paced,pace,JJ,*),_,_,_,paced,FP,Diff_pred
cardboard,400_1,5,up,up,IN,(PP*,_,_,_,up,FP,Diff_pred
cardboard,400_1,6,and,and,CC,*,_,_,_,and,FP,Diff_pred
cardboard,400_1,7,down,down,IN,*,_,_,_,down,FP,Diff_pred
cardboard,400_1,8,the,the,DT,(NP*,_,_,_,the,FP,Diff_pred
cardboard,400_1,9,room,room,NN,*))),_,_,_,room,FP,Diff_pred
cardboard,400_1,10,.,.,.,*),_,_,_,_,_,Diff_pred
cardboard,490_1,0,For,For,IN,(SQ(SBAR*,_,_,_,For,FP,Int_NIS
cardboard,490_1,1,pity,pity,NN,(S(NP(NP*,_,_,_,pity,FP,Int_NIS
cardboard,490_1,2,'s,'s,POS,*),_,_,_,'s,FP,Int_NIS
cardboard,490_1,3,sake,sake,NN,*),_,_,_,sake,FP,Int_NIS
cardboard,490_1,4,do,do,VBP,(VP*,_,do,_,do,_,Int_NIS
cardboard,490_1,5,n't,n't,RB,*))),n't,_,_,_,_,Int_NIS
cardboard,490_1,6,",",",",",",*,_,_,_,_,_,Int_NIS
cardboard,490_1,7,and,and,CC,*,_,_,_,_,_,Int_NIS
cardboard,490_1,8,may,may,MD,*,_,_,_,_,_,Int_NIS
cardboard,490_1,9,you,you,PRP,(NP*),_,_,_,_,_,Int_NIS
cardboard,490_1,10,be,be,VB,(VP*,_,_,_,_,_,Int_NIS
cardboard,490_1,11,treated,treat,VBN,(VP*,_,_,_,_,_,Int_NIS
cardboard,490_1,12,in,in,IN,(PP*,_,_,_,_,_,Int_NIS
cardboard,490_1,13,your,your,PRP$,(NP(NP*,_,_,_,_,_,Int_NIS
cardboard,490_1,14,day,day,NN,*),_,_,_,_,_,Int_NIS
cardboard,490_1,15,of,of,IN,(PP*,_,_,_,_,_,Int_NIS
cardboard,490_1,16,agony,agony,NN,(NP*)))),_,_,_,_,_,Int_NIS
cardboard,490_1,17,as,as,IN,(SBAR*,_,_,_,_,_,Int_NIS
cardboard,490_1,18,you,you,PRP,(S(NP*),_,_,_,_,_,Int_NIS
cardboard,490_1,19,treat,treat,VBP,(VP*,_,_,_,_,_,Int_NIS
cardboard,490_1,20,me,me,PRP,(NP*),_,_,_,_,_,Int_NIS
cardboard,490_1,21,now,now,RB,(ADVP*)))))),_,_,_,_,_,Int_NIS
cardboard,490_1,22,.,.,.,*,_,_,_,_,_,Int_NIS
cardboard,490_1,23,',','',*),_,_,_,_,_,Int_NIS
cardboard,252_1,0,As,As,IN,(S(PP*,_,_,_,As,FP,PP_OOS
cardboard,252_1,1,her,her,PRP$,(NP*,_,_,_,her,FP,PP_OOS
cardboard,252_1,2,medical,medical,JJ,*,_,_,_,medical,FP,PP_OOS
cardboard,252_1,3,adviser,adviser,NN,*)),_,_,_,adviser,FP,PP_OOS
cardboard,252_1,4,",",",",",",*,_,_,_,",",FP,PP_OOS
cardboard,252_1,5,I,I,PRP,(NP*),_,I,_,I,_,PP_OOS
cardboard,252_1,6,can,can,MD,(VP*,_,can,can,can,_,PP_OOS
cardboard,252_1,7,not,not,RB,*,not,_,_,_,_,PP_OOS
cardboard,252_1,8,possibly,possibly,RB,(ADVP*),_,possibly,_,possibly,_,PP_OOS
cardboard,252_1,9,take,take,VB,(VP*,_,take,_,take,_,PP_OOS
cardboard,252_1,10,the,the,DT,(NP*,_,the,_,the,_,PP_OOS
cardboard,252_1,11,responsibility,responsibility,NN,*),_,responsibility,_,responsibility,_,PP_OOS
cardboard,252_1,12,of,of,IN,(PP*,_,of,_,of,_,PP_OOS
cardboard,252_1,13,allowing,allow,VBG,(S(VP*,_,allowing,_,allowing,_,PP_OOS
cardboard,252_1,14,anyone,anyone,NN,(S(NP*),_,anyone,_,anyone,_,PP_OOS
cardboard,252_1,15,to,to,TO,(VP*,_,to,_,to,_,PP_OOS
cardboard,252_1,16,see,see,VB,(VP*,_,see,_,see,_,PP_OOS
cardboard,252_1,17,her,her,PRP,(NP*))))))))),_,her,_,her,_,PP_OOS
cardboard,252_1,18,.,.,.,*),_,_,_,_,_,PP_OOS
wisteria02,309_1,0,``,``,``,(S*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,1,I,I,PRP,(NP*),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,2,was,be,VBD,(VP*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,3,sure,sure,JJ,(ADJP*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,4,Henderson,Henderson,NNP,(SBAR(S(NP*),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,5,",",",",",",*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,6,as,as,IN,(SBAR*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,7,he,he,PRP,(S(NP*),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,8,calls,call,VBZ,(VP*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,9,himself,himself,PRP,(NP*)))),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,10,",",",",",",*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,11,felt,feel,VBD,(VP*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,12,that,that,IN,(SBAR(SBAR*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,13,he,he,PRP,(S(NP*),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,14,was,be,VBD,(VP*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,15,suspected,suspect,VBN,(VP*)))),_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,16,",",",",",",*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,17,and,and,CC,*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,18,that,that,IN,(SBAR*,_,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,19,he,he,PRP,(S(NP*),_,he,_,he,_,MC_and_SC + Diff_pred
wisteria02,309_1,20,would,would,MD,(VP*,_,would,_,would,_,MC_and_SC + Diff_pred
wisteria02,309_1,21,lie,lie,VB,(VP(VP*,_,_,_,lie,FP,MC_and_SC + Diff_pred
wisteria02,309_1,22,low,low,JJ,(ADVP*)),_,_,_,low,FP,MC_and_SC + Diff_pred
wisteria02,309_1,23,and,and,CC,*,_,_,_,and,FP,MC_and_SC + Diff_pred
wisteria02,309_1,24,make,make,VB,(VP*,_,make,_,make,_,MC_and_SC + Diff_pred
wisteria02,309_1,25,no,no,DT,(NP*,no,_,_,_,_,MC_and_SC + Diff_pred
wisteria02,309_1,26,move,move,NN,*),_,move,_,move,_,MC_and_SC + Diff_pred
wisteria02,309_1,27,so,so,RB,(ADVP(ADVP*,_,so,_,so,_,MC_and_SC + Diff_pred
wisteria02,309_1,28,long,long,RB,*),_,long,_,long,_,MC_and_SC + Diff_pred
wisteria02,309_1,29,as,as,IN,(SBAR*,_,as,_,as,_,MC_and_SC + Diff_pred
wisteria02,309_1,30,he,he,PRP,(S(NP*),_,he,_,he,_,MC_and_SC + Diff_pred
wisteria02,309_1,31,thought,think,VBD,(VP*,_,thought,_,thought,_,MC_and_SC + Diff_pred
